rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-7303-org,   eliza, crouch, 41, outtrim avenue, glenlee, mannering park, 5010, wa, 19690222, 26, 07 05318079, 5246485, 3
rec-2897-org,   sarsha, nguyen, 6, solly place, , clayfield, 4074, nsw, 19030519, 26, 08 94773400, 2840162, 8
rec-6993-org,   amelia, srour, 12, mckeahnie street, halfmoon station, mona vale, 5351, tas, 19300104, , 08 11129600, 1909722, 6
rec-3617-org,   jessica, morrison, 153, james street, , ashfield, 2290, vic, 19170820, 30, 07 91272317, 3893213, 1
rec-7581-org,   joshua, peachey, 7, derrington crescent, , yass, 2010, vic, 19110501, 27, 02 62585330, 3363541, 2
rec-4347-org,   keely, hassell, 721, galway place, , kilsyth, 5265, , 19580723, 39, 03 13586508, 2544502, 9
rec-1390-org,   max, goode, 39, john cleland crescent, , camperdown, 6061, nsw, 19900209, 39, 02 15644279, 6448109, 1
rec-8428-org,   emiily, paine, 45, corinna street, , castlemaine, 4341, vic, 19760404, 27, 03 72788569, 1600731, 3
rec-2157-org,   stephanie, sherriff, 12, marshall street, , cedar creek, 4815, nsw, 19841126, , 02 77164941, 6066751, 5
rec-8062-dup-0, , van derenerden, 22, weddin circuit, billilla, kyogle, 7030, vic, 19970705, 33, 02 61717021, 9177107, 6
rec-8084-org,   abbey, ryan, 6, australie close, howie circuit, modbury heights, 5098, sa, , 29, 02 97032819, 1087040, 1
rec-8932-org,   natasha, plane, 11, hawkesbury crescent, , ewingsdale, 6069, nsw, 19910223, 26, 03 83404686, 1524159, 9
rec-9569-org,   lucy, bridgland, 22, shara place, , hallsville, 2166, nsw, , , 07 34836484, 1525441, 6
rec-3473-dup-1, felicity, , 96, beattie crescent, , keysborough, 6210, vic, 19960411, 23, 08 05211656, 2407262, 7
rec-9056-org,   joshua, hallet, 38, mount vernon drive, tudor court, condell park, 6050, qld, 19790224, 30, 02 71233276, 8027112, 7
rec-9433-org,   rebecca, reid, 31, bateman street, furlough house, albany creek, 3057, qld, 19680630, , 07 07549645, 9007712, 7
rec-7894-org,   livia, waller, 10, canberra avenue, , greenwood, 2779, qld, 19200317, 7, 03 72928025, 7841197, 6
rec-7589-org,   cooper, huddy, 59, leonard close, , freemans reach, 2325, wa, 19651228, 21, 03 16609342, 4125777, 0
rec-7854-org,   isabella, white, 5, mortlock circuit, sbend carvn park, kirribilli, 5540, , 19940509, 26, 08 70913544, 4874323, 5
rec-9057-org,   ben, matthews, 1, michell street, , fern tree, 6019, vic, 19531107, 19, 03 99258368, 3904114, 3
rec-9992-org,   connor, lowe, 19, ippia place, , yeelanna, 2305, qld, 19060917, , 07 41069563, 2370426, 0
rec-4772-org,   brooke, green, 37, duffy street, , doubleview, 2454, qld, 19230205, , 08 87787590, 4062756, 9
rec-3104-org,   kyle, gigney, 2, leahy close, , parkdale, 2902, , 19020602, 29, 02 83693455, 8022335, 4
rec-2212-org,   bianca, newberry, 27, bonnin place, , panorama, 2190, nsw, 19180106, 34, 02 87739288, 1917350, 9
rec-6671-org,   jay, coleman, 15, heysen street, wongowal, ebden, 6426, wa, 19830518, 32, 02 09516646, 4399813, 1
rec-4827-org,   annabel, hazell, 8, hurtle avenue, hawkins masonic vlge, south perth, 2067, , 19770306, 30, 03 99083973, 1196212, 2
rec-7942-org,   zoe, waller, 2, bamford street, mayfair, wynnum west, 3223, wa, 19891018, 29, 02 78965674, 4404926, 6
rec-3293-org,   jamilla, yee, 1, crisp circuit, , thornbury, 2217, qld, 19600721, 22, 08 64637916, 6767014, 1
rec-1023-org,   macey, weetra, 57, chippindall circuit, gwandalan, kingston-on-murray, 4060, wa, 19801022, 23, 04 52669203, 2602824, 2
rec-5043-org,   benjamin, campbell, 26, castieau street, , daisy hill, 2795, nsw, 19111014, 25, 04 19184054, 8026808, 3
rec-4287-org,   alexandra, hope, 46, marr street, , nowra, 4220, wa, 19780620, 29, 07 80088013, 7917145, 9
rec-1419-org,   david, stubbs, 4, deacon close, , potts point, 4570, vic, 19960314, , 07 28816315, 5740818, 4
rec-7901-org,   bethany, pasalic, 108, freda gibson circuit, elmwood, dapto, 3220, vic, 19550912, 20, 03 33786580, 5671548, 8
rec-49-org,   thomas, seen, 2, fleetwood smith street, marando, woollahra, 6018, nsw, 19030212, 33, 04 33584158, 4609570, 1
rec-5746-org,   lewis, gowling, 13, scrivener street, , berwick, 3030, qld, , , 08 66902662, 7864922, 5
rec-7571-org,   chelsea, , 18, southside motor park, barkool, rye, 2087, vic, 19400728, , 08 75384519, 8119914, 2
rec-7798-org,   isabella, crouch, 51, whiteman street, , edensor park, 2229, nsw, 19020324, 34, 04 16285607, 6649361, 3
rec-4583-dup-1, james, pilavci, 384, , boeing park, concord, 5023, sa, 19740107, 22, 02 15501594, 6088906, 8
rec-8199-org,   amber, campbell, 2, weatherburn place, , toowong, 2221, wa, 19711112, 34, 08 48658637, 8083257, 6
rec-4422-org,   katharine, schembri, 11, westbury circuit, , wattle park, 2540, qld, 19471001, , 08 49304354, 6009904, 7
rec-1331-org,   joshua, condo, 31, morrow street, , panorama, 2830, qld, 19140427, 23, 07 51639006, 6904730, 0
rec-3913-org,   zebediah, krasioukova, 5, cobbett place, bakers creek, gillman, 3196, qld, 19141127, 34, 04 04715482, 1065835, 5
rec-1517-org,   kate, hingston, 46, blyth place, the meadsows, hawthorn, 2131, qld, 19990824, 22, 04 76396806, 1710738, 0
rec-5673-org,   thomas, haggett, 1, bambridge street, hawksview, camira, 3214, wa, 19351026, , 07 51270817, 6643803, 5
rec-4330-org,   tayah, carbone, 6, harding street, sec 1 hd molineux, goonellabah, 2145, vic, 19701115, , 04 95472275, 6888341, 7
rec-6491-org,   andrew, majid, 5, ferguson circuit, , wantirna, 4209, qld, 19730115, , 08 91713750, 6010790, 2
rec-9263-org,   jordan, treplin, 181, louis loder street, , nedlands, 5045, nsw, 19180424, 24, 03 84977585, 6625127, 3
rec-155-org,   emiily, clarke, 162, banfield street, , seven hills, 4300, qld, 19910424, 11, 02 23190952, 1101495, 8
rec-5579-org,   , vincent, 57, mount vernon drive, , orelia, 3141, nsw, 19000902, 29, 02 85684092, 6233496, 2
rec-200-org,   dylan, huddy, 99, beilby place, , seaforth, 5037, vic, 19411206, 28, 02 92124323, 9941865, 0
rec-122-org,   tara, , 14, schofield place, st vincents medical centre, newstead, 3546, wa, 19770101, 27, 02 35424099, 6745223, 3
rec-4267-org,   samuel, kowald, 35, waller crescent, , carlingford, 3143, tas, 19680216, 36, 04 13520825, 1299495, 1
rec-9106-org,   joshua, walkington, 5, holden crescent, , woori yallock, 2090, qld, 19961011, 29, 07 61645749, 5531273, 1
rec-1231-org,   riley, stephenson, 2, bauhinia street, loughmore, mullumbimby, 4305, act, 19260825, 20, , 1781379, 4
rec-5692-org,   marlee, reid, 106, kerferd street, northbridge marina, kialla, 4810, nsw, 19151116, 28, 02 60427391, 7648683, 4
rec-5065-org,   matthew, sondergeld, 92, wagga street, palm lake resort, west perth, 2747, nsw, 19450128, 23, 03 42054803, 5554016, 4
rec-7688-dup-1, harrison, bezojs, 175, toohey place, , hoppers crossing, , , 19713031, 30, 03 69730855, 1669068, 5
rec-9226-org,   alicia, chandler, 23, liffey circuit, loma, burpengary, 3777, nsw, 19260809, 9, 04 02798925, 1523544, 1
rec-8253-org,   harrison, mcgurk, 18, , , corrimal, 4355, , 19370208, 27, 04 97557871, 4624748, 3
rec-5452-org,   kyle, harrington, 43, moulder court, , winmalee, 2130, qld, 19140711, 9, 03 59413175, 7907566, 9
rec-8794-org,   christopher, spargo, 20, hagon place, , bushland beach, 6156, vic, , , 02 15790765, 6844666, 5
rec-6344-dup-0, kydan, godfrey, 6, frost m ews, , lavington, 2528, nsw, 19551025, 38, 04 21830107, 8144456, 1
rec-3309-org,   ysobel, brentnall, 3, tullaroop street, blue hills, ceduna, 4510, nsw, 19351214, 28, , 2887574, 6
rec-1432-org,   brandon, garcia, 2, knights road, , rochedale south, 2460, wa, 19051108, , 04 51682453, 3997382, 9
rec-4056-org,   danielle, brock, 4, andado place, lebara park, maida vale, 2285, wa, 19891030, 30, 07 51032759, 2738998, 6
rec-1663-org,   erin, green, 6, mcclintock street, , south turramurra, 2157, qld, 19730302, 32, 02 23893568, 8501006, 6
rec-8937-dup-0, channing, stapenll, 35, garlingsteet, , rostfevor, 3136, nsw, 19820530, 9, 07 17858467, 2922593, 2
rec-734-org,   madison, spargo, 1, laman place, baanenuc, punchbowl, 4055, wa, 19480922, 30, , 2075786, 0
rec-3691-org,   nicholas, gripton, 9, champion place, , potts point, 4118, nsw, 19910922, 29, 02 68343364, 3937836, 3
rec-5332-org,   alexandra, abrahamson, 5, dugan street, , bellambi, 3018, vic, 19260226, 29, 04 42838004, 7545870, 1
rec-8040-org,   deakin, mason, 10, blandon place, seaforth senior citizens vlge, murray bridge, 5540, qld, 19200114, 6, 03 86387456, 5322627, 7
rec-2090-org,   jack, paterson, 30, alexandria street, , , 2590, qld, 19531020, 36, 02 69108730, 9979193, 3
rec-5-org,   lucy, hage, 256, leibnitz place, birch grove, clayton, 2867, vic, 19621102, 36, 08 79477125, 6929400, 8
rec-8144-org,   andrew, boravos, 36, cleland street, , port macquarie, 5072, nsw, 19060503, 33, 08 93442153, 6792548, 1
rec-1804-org,   lily, ranson, 360, caladenia street, , colac, 2323, qld, 19270921, 28, 07 67944403, 9531229, 8
rec-7897-org,   chloe, laverty, 12, hansen circuit, kemminup farm, kempsey, 2230, nsw, , , 03 48399575, 5369456, 3
rec-8601-org,   alana, robson, 59, gascoyne circuit, , arana hills, 3666, wa, 19190714, , 03 97950347, 6882584, 9
rec-3336-org,   charlotte, dicovska, 12, vagabond crescent, , lilydale, 3056, sa, 19071010, , 03 94125374, 9459614, 9
rec-7960-dup-0, callum, mcgreor, 45, fullerton crescent, allunga, keilor sast, 3020, , 19330320, 21, 03 20446005, 2922740, 9
rec-9427-org,   joshua, hope, 15, batman street, , dandenong north, 6369, vic, 19431126, 26, 07 92236993, 1872834, 6
rec-588-org,   danielle, rudd, 14, evelyn owen crescent, bega flats, lockleys, 5641, , 19800125, 31, 07 38155195, 9500496, 7
rec-5288-org,   lauren, aeuckens, 75, archdall street, the mews royal hotel bldg, ashfield, 4165, nsw, 19361010, 19, 08 88149217, 6116281, 6
rec-778-org,   christina, burnell, , kinkead street, brentwood vlge, sunshine, 5607, nsw, 19091107, 34, 08 55459781, 6656349, 2
rec-30-org,   alicia, pateros, 19, blamey crescent, summer hill, port macquarie, 2068, vic, 19970829, 38, , 1774126, 5
rec-5381-org,   tiarna, van zalen, 5, monaro crescent, , emu park, 4226, nsw, 19670714, 25, 03 28249303, 2456816, 3
rec-5693-org,   , clarke, 23, jandamarra street, , belmont north, 3015, nsw, 19400623, 27, 02 80192843, 5250059, 0
rec-2072-org,   harry, hyland, 6, jerrabomberra avenue, , armidale, 3806, qld, 19780502, 34, 03 42584530, 2253354, 9
rec-6589-org,   ka, matthews, 40, middleton circuit, rowethorpe, naracoorte, 2042, , 19880929, 24, 04 82921293, 9903523, 1
rec-6457-org,   riley, matthews, 7, burdekin avenue, john flynn hospital, mount isa, 3192, vic, 19410517, 30, 02 06842189, 8100441, 3
rec-636-org,   emma, beattie, 12, leahy close, villa 18, elizabeth vale, 7018, vic, 19991129, 41, 03 33245361, 6053515, 0
rec-9544-dup-2, jpl, white, 27, norton street, , lockhart, 4068, vic, 19431916, 32, , 8391536, 6
rec-6235-org,   kane, mccurdy, 8, wade street, , north narrabeen, 5522, nsw, 19200311, 36, , 6303738, 6
rec-261-org,   angelina, mccarthy, 28, brunswick circuit, , kellyville, 2577, qld, 19071207, 36, 03 02583569, 9351870, 1
rec-3267-org,   amelie, george, 64, froggatt street, , willetton, 2196, vic, 19911111, , , 4034052, 4
rec-4421-org,   katie, paine, 559, national circuit, , padstow, 4054, qld, 19150901, , 08 50823276, 4083557, 5
rec-3665-org,   adam, lutz, 17, drake brockman drive, , devonport, 3070, qld, 19270503, 19, , 2257152, 4
rec-3465-org,   riley, morrison, 814, mount stromlo road, , redbank plains, 2170, nsw, 19271103, , 02 41708714, 2854064, 3
rec-2584-dup-0, connor, hingston, 15, schlich street, , whysla, 4271, , 19460329, 26, 07 45229848, 3941403, 6
rec-9994-org,   amaya, gibb, 18, melrose drive, , blackmans bay, 3280, sa, 19081129, 29, 07 55184758, 9011520, 4
rec-2704-org,   gus, colquhoun, 16, togo place, cranleigh, mulwala, 4109, nsw, 19010310, 29, 02 12150683, 3273487, 6
rec-791-org,   corey, clarke, 7, collier street, ferndale, campbelltown, 2400, sa, 19740821, 6, 03 32088498, 9108580, 5
rec-8764-org,   , ferris, 38, handcock crescent, , bullyard, 5093, qld, 19510227, 32, 03 11371203, 9114870, 7
rec-5378-org,   connor, ruise, 17, matina street, , frankston, 3181, nsw, 19050806, 37, 04 77028807, 6065592, 3
rec-4770-org,   joel, nguyen, 104, findlay street, , karratha, 4034, qld, , 34, 03 79413567, 7291227, 0
rec-8226-org,   jacob, blake, 23, darebin place, , greensborough, 3127, nsw, 19030428, , 08 78365622, 4908576, 4
rec-342-org,   chloe, riddell, 5, barangaroo street, , hawthorn, 4560, wa, 19990917, 30, 03 59574514, 2384134, 9
rec-9845-org,   , lodge, 9, ellerston avenue, , dawesville, 5374, nsw, 19291120, 19, 03 29186903, 6587402, 6
rec-2987-org,   taylah, hobson, 109, akuna street, , kurri kurri, 5162, qld, 19280330, , 02 18607712, 6346755, 9
rec-8650-org,   katharine, wilkins, 10, clift crescent, , ballarat north, 2200, wa, 19640307, 37, 08 78935457, 9586804, 5
rec-2944-org,   justin, graue, 10, , , upwey, 5167, wa, 19670331, 22, 03 66795921, 7454961, 8
rec-3148-org,   jessica, ranson, 52, carnegie crescent, appleglen, salter point, 3179, sa, 19430211, 30, 07 97805503, 4448074, 5
rec-3096-org,   jacob, fusco, 6, badgery street, , taree, 6168, qld, 19170822, 8, 02 50123148, 1018113, 8
rec-1721-org,   lani, mildren, 86, clive steele avenue, , hazelwood north, 4213, , 19060825, , 04 91197674, 2036326, 5
rec-4834-org,   brianna, white, 10, prout place, , inglewood, 6151, nsw, 19450215, 29, 08 46574154, 1608607, 0
rec-7095-org,   d'arcy, kowanko, 73, fairbridge crescent, , colonel light gardens, 4124, sa, 19290120, 23, 03 70259308, 4550079, 4
rec-6657-org,   joshua, mcandrew, 13, toomey place, , miller, 2097, wa, 19790628, 28, 02 49999256, 9961486, 1
rec-652-org,   harry, white, 57, medley street, , northmead, 6280, , 19520204, 14, 02 13956266, 5320913, 0
rec-3771-org,   blade, murton, 65, board place, rosebery hill, drummond cove, 2170, nsw, 19110531, 34, , 6863121, 1
rec-5386-dup-0, matthew, stoneman, 50, zox circuit, callamonda, prospect, 3126, nsw, 19611128, 36, 03 48885279, 3499396, 4
rec-1165-dup-0, stephanie, dudleigh, 101, wedgewood close, delaware, tweed heads, 2747, nsw, 19560311, 26, 04 57713760, 6796110, 4
rec-3554-org,   kane, mcgregor, 14, counihan court, , kilcoy, 3844, vic, , 34, 08 01120352, 8978770, 6
rec-7776-org,   kiara, weller, 160, mathieson crescent, , walbundrie, 5043, qld, 19220312, 24, 02 21445158, 2325218, 8
rec-1449-org,   jacynta, crook, 23, rumsey place, , greensborough, 4119, qld, 19001225, 30, 03 42465424, 8018981, 7
rec-8473-org,   jordan, elphick, 1, trott place, zimms corner, seven hills, 2482, wa, 19640328, 37, 07 16282036, 7008224, 2
rec-2185-org,   william, bail, 7, hayward street, , toukley, 6073, vic, 19270421, 38, 03 45176487, 6338481, 2
rec-2592-org,   isabella, dolliver, 12, hawkesbury crescent, , camperdown, 3216, nsw, , 31, 03 74659141, 1420209, 7
rec-1404-org,   georgia, nguyen, 55, curlewis crescent, stonefield, woombye, 0822, vic, 19170715, 28, 08 74200241, 6839501, 3
rec-4583-dup-0, jamed, pilavci, 36, bokhara circuit, boeing park, concord, 5032, sa, 19741007, 22, 02 15501594, 6088096, 8
rec-9041-dup-1, teileah, cadwallader, 9, wilkins street, , royal ark, 4715, sa, 19680516, 30, 07 13230513, 3467317, 1
rec-8407-org,   kristen, liddy, 136, marquet retreat, mountview, jeeralang junction, 2160, vic, 19380701, 34, 07 16274132, 7783589, 2
rec-7406-org,   jasmine, bristow, 10, duigan street, mayfair, huonville, 2753, wa, 19700423, , 07 54532413, 5936280, 9
rec-9986-org,   sophie, agius, 4, annan close, bangor lodge, djugun, 3020, wa, , , 07 86559326, 8648183, 4
rec-1977-org,   jessica, stanfield, 67, southern cross drive, , putney, 5134, sa, 19820418, , 03 88988423, 9927223, 3
rec-4601-org,   alia, lowe, 295, lampard circuit, streanshalh, pimlico, 3104, qld, , 30, 07 08663852, 6949947, 8
rec-7496-org,   jaimee, campbell, 67, mccabe crescent, millard centre, springvale south, 2439, , 19180620, , 03 52411992, 7179465, 3
rec-1883-org,   lewis, campbell, 1, deloraine street, , waramanga, 2403, vic, 19800911, 32, 03 37221028, 8998015, 0
rec-165-org,   thomas, sheremetjev, 267, dennis street, bradshaw crt kirkbrae village, toowong, 4567, vic, 19950308, 9, 04 63662466, 1311610, 8
rec-7340-org,   chelsea, de angelis, 11, , blacklead farm, coniston, 2263, nsw, 19100319, 34, , 9220301, 0
rec-4896-org,   peter, mccarthy, 7, dugdale street, highvale village, wanniassa, 2160, vic, 19860909, 34, 08 96209874, 4443452, 9
rec-4757-org,   samantha, webb, 192, burnie street, , bayswater, 4751, vic, 19730617, 25, 08 26778587, 5572167, 5
rec-3530-org,   isabella, emmanuel, 16, godfrey street, , mallala, 2134, nsw, 19840117, 31, 07 65981941, 5896940, 2
rec-4774-org,   mia, matthews, 10, magrath crescent, , mayfield, 2026, , 19780813, , 02 34269293, 7441704, 4
rec-1197-org,   seth, clarke, 28, jelbart street, , regents park, 2560, qld, 19070310, , 03 56239301, 3314850, 5
rec-315-org,   amalia, mewett, 148, deane street, , caroline springs, 2118, vic, 19230325, 30, 08 59272905, 3624612, 4
rec-295-dup-2, alexarnra, bani, 20, donald place, tupelo, ferndale, 3805, wa, 19030308, , 08 43193994, 8263212, 6
rec-9993-org,   emma, thorpe, 92, starke street, little shalford, knockrow, 3550, vic, 19880110, 26, 03 84247318, 8216663, 2
rec-8037-org,   logan, paulit, 12, cunningham street, , cleveland, 3168, nsw, , 30, 03 01158805, 9797906, 3
rec-4773-org,   giorgia, stanley, , doyle terrace, birrabilla, casula, 3250, vic, 19961016, 11, 04 86426938, 9751392, 4
rec-4961-org,   jed, browne, 10, tenison-woods circuit, , lavington, 2038, wa, 19731230, 10, 04 82184837, 2169579, 9
rec-2343-org,   adam, volframs, 21, kerferd street, , yarrawonga, 4870, nsw, 19260903, 44, 03 10567014, 8540904, 0
rec-6321-org,   jade, stephenson, 8, biala place, , , 3806, nsw, , 33, 08 36624433, 4887598, 8
rec-3022-org,   hannah, colquhoun, 1, solus place, , ashfield, 2615, vic, 19240530, , 02 62154940, 4987005, 7
rec-5609-dup-0, georgia, seng, 18, delprat circuit, , oatlands, 2159, ai, 19760213, 30, 02 17428443, 8730739, 3
rec-2228-org,   kyle, statton, 14, truganini place, , st kilda east, 2560, vic, 19020413, 20, 02 39193270, 1078403, 1
rec-7452-org,   sarah, miels, 16, caley crescent, , potts point, 2541, vic, 19870404, 39, 07 13520036, 3838689, 2
rec-7696-dup-1, finlay, burford, 82, sturgess place, , wamberal, 2560, qld, , 23, 07 46839449, 3164562, 2
rec-7256-dup-0, shelby, stanley, 19, fawkner street, heyfield, wentworth falls, 2765, nsw, 19990808, , 03 77658279, 4577523, 3
rec-2719-org,   charlee, moulton, 7, balamara street, , seacliff, 7054, vic, 19060319, , 07 67097271, 8444796, 6
rec-2859-org,   pakita, waterfall, 4, callaghan street, locn 3719, eastwood, 4163, wa, 19170816, 34, 03 96380064, 3650627, 1
rec-626-org,   dominic, eight, 17, callaway crescent, , ruse, 2260, wa, 19080524, 31, 08 63079541, 8022987, 8
rec-8853-org,   matilda, vincent, , brunswick circuit, , paddington, 2224, vic, 19131222, 24, 04 30424332, 8083243, 8
rec-8648-org,   isabella, basedow, 4, hawkesbury crescent, inghams plant, petrie, 3082, , 19080125, 7, 04 49411330, 9346351, 7
rec-3243-org,   adam, salcedo, 32, , little forest, seaton, 4871, nsw, 19910319, , 02 78518833, 9297327, 5
rec-264-org,   liam, green, 9, bissenberger crescent, berkeley village, bayswater north, 4122, act, 19930901, 23, 07 45589843, 4188057, 7
rec-8896-org,   james, pembroke, 42, olympus way, harlyn, monto, 2063, act, 19831104, 31, 08 80341040, 9931452, 9
rec-7746-org,   jack, eglinton, 46, lempriere crescent, , golden grove, 4717, nsw, 19440923, , 02 22672031, 7155563, 2
rec-6009-org,   sarah, greenhalgh, 25, de burgh street, tinkelelup, dianella, 2528, nsw, , 29, 03 85614332, 2945717, 3
rec-1969-org,   jade, noack, 200, weathers street, , sunset, 5540, vic, 19691107, 20, 07 32601654, 9975891, 3
rec-6208-org,   luke, due, 4, starke street, rsde 668, orchard hills, 2153, tas, 19610322, 33, 07 80564461, 3539460, 1
rec-1500-org,   emiily, mcard, 10, , , gwandalan, 2259, qld, 19930319, 27, 02 72173970, 3539757, 1
rec-6159-org,   emiily, goldsworthy, 116, taggerty street, , coolum beach, 6008, nsw, 19830902, 31, 04 21484117, 5098277, 9
rec-9471-org,   alana, rudd, 16, chinner crescent, redlands, yarraville, 3030, tas, 19770727, 26, 02 66522568, 8208145, 1
rec-6598-org,   kaitlin, fleet, 4, robson street, , grenfell, 2030, wa, 19950517, , 04 31147810, 1545517, 7
rec-5631-org,   marcus, roles, 33, hazel smith crescent, , scarborough, 2646, nsw, 19090303, 26, , 6916898, 3
rec-104-org,   tansy, tiller, 24, broadbent street, , alligator creek, 3475, , 19711214, 35, 02 59633001, 5001474, 0
rec-6542-org,   jayden, blake, 31, keira street, , forrest beach, 3472, nsw, 19910817, 25, 03 13383212, 1917331, 2
rec-9910-org,   aaron, teague, 2, paul coe crescent, , metung, 4557, wa, 19660321, 34, 04 78457854, 3667238, 7
rec-170-org,   kasey, matthews, 20, crisp circuit, villa 43, lennox head, 3788, act, 19790917, 30, 08 64178495, 2927475, 2
rec-1216-org,   teagan, haxton, 102, bonnor close, , rye, 6060, qld, , 28, 04 19360489, 5729906, 0
rec-799-org,   mikaela, mayer, 45, , , seaforth, 3216, act, 19540101, 25, 03 73582545, 8648294, 2
rec-7037-org,   , white, 116, vogelsang place, rosebrook, robina, 3764, sa, 19851003, 29, 03 86226015, 1891757, 8
rec-479-dup-0, jessica, shelvock, 13, faithfull circuit, , bushland beach, 2042, wa, 19151226, 35, 07 89181227, 4368124, 4
rec-437-org,   lily, burleigh, 37, ulva place, warrawong, caulfield, 3028, sa, 19451109, 23, 03 86763383, 5701532, 4
rec-7558-org,   jack, wooley, 33, mckillop circuit, macquarie inn, prospect, 2450, qld, , 39, 07 08613782, 3182714, 7
rec-1584-org,   sean, , 57, studley street, , port sorell, 3412, vic, 19900204, 28, 04 91040675, 4537141, 0
rec-9555-dup-0, harvey, huddy, 123, sturt avenue, , coffs harbour, 6059, vic, 19650228, 32, 04 41064154, 2823315, 7
rec-3621-org,   clement, perin, 700, bingley crescent, golden lea, bibra lake, 3197, nsw, 19070818, , 02 29453137, 2479981, 0
rec-9159-org,   archie, verco, 6, kirkton street, , hamilton, 4680, vic, 19640703, , , 6418997, 7
rec-7140-org,   matilda, sterry, 70, hindle place, , rochedale south, 2567, qld, 19310223, 28, 03 05029930, 2771012, 7
rec-5751-org,   emiily, noble, , fullerton crescent, glengara village, st johns park, 3691, nsw, 19971008, 35, 08 24953321, 5866818, 7
rec-7579-org,   rosa, barabara, 16, pennington crescent, , north ryde, 6401, vic, 19261004, , , 9942149, 5
rec-4356-org,   ruby, morcom, 13, monaro crescent, , wangaratta, 2082, nsw, 19080222, 28, 03 79743673, 5673793, 4
rec-9359-org,   roy, bitmead, 23, balamara street, , paddington, 3024, nsw, 19970426, 22, , 5841506, 2
rec-7325-dup-1, zoe, nutter, 192, just pkyace, , burnside, 2234, nsw, , , 03 47159744, 6829911, 6
rec-1770-dup-0, liam, toms, 3, terewah circuit, laureldale, strathalbyn, 3850, vic, 19981002, 36, 03 19405910, 4028136, 3
rec-2956-org,   samantha, vincent, 88, la perouse street, macsview, petrie, 2068, wa, 19780629, 22, 03 59008171, 2625312, 6
rec-9465-org,   jasper, jolly, 29, tyrrell circuit, , koongamia, 4109, nsw, 19600614, , 04 56730748, 4463482, 9
rec-9605-org,   blaize, ryan, 9, dulverton street, brentwood village, thornbury, 3081, qld, , 29, 04 65207116, 4936752, 7
rec-2661-dup-0, travis, condo, 197, gunyan place, , graceville, 2122, , 19560130, 5, 03 95510235, 6940165, 2
rec-7026-org,   jack, crook, 2, booth crescent, , sunshine, 6052, vic, 19220901, 13, 08 40709839, 8295257, 8
rec-3962-org,   hannah, lipsett, 36, bentham street, brentwood vlge, paralowie, 3878, vic, 19751225, 30, 08 24945245, 6803926, 5
rec-1313-org,   ella, gilbertson, 82, squire place, elgrando, harristown, 2153, qld, 19800201, 20, 07 98527689, 7458513, 7
rec-4994-org,   matthew, paraskis, 13, gamburra street, berkeley vlge, cook, 2541, nsw, 19781021, 21, , 9712678, 4
rec-8586-org,   zali, malpas, 67, endeavour street, , carnegie, 3029, sa, 19870916, 11, 03 91420921, 5072802, 6
rec-4260-dup-1, kye, sponj, 41, gunyan place, ningana retirement, reynella, 6208, vic, 19081228, 27, 08 28540224, 2983414, 9
rec-7786-org,   samantha, germinario, 1, heard street, , artarmon, 6167, nsw, 19820713, , 03 04869985, 9683006, 0
rec-777-dup-2, quinn, reid, 72, beazley crescent, , everton, 2370, nsw, , 25, 07 41734067, 5182479, 1
rec-9953-org,   lynton, george, 13, meiklejohn place, , laurieton, 0870, wa, 19251127, 36, 03 81286645, 4904375, 6
rec-1899-org,   alexandra, verco, 26, hadow place, , , 6159, act, 19750111, , 04 37827931, 6893541, 8
rec-6524-org,   haylee, green, 55, schaffer place, marjories corner, ferryden park, 4670, qld, 19320221, 13, 07 01421394, 9138169, 2
rec-8584-org,   jasmine, hern, 8, canberra avenue, , st albans, 4868, nsw, 19180517, 32, 07 27449323, 8914103, 2
rec-1344-dup-0, connor, bullock, 2, ella ckose, , terrigal, 3054, nsw, 19820915, 38, 03 17862821, 2293089, 2
rec-6370-org,   cooper, shepherd, 55, moore place, kioloa park, hectorville, 2480, , 19990715, 33, 07 91198563, 6618476, 8
rec-1904-org,   bethany, mcneill, 6, tarra place, eastlake estate, loganholme, 2152, vic, 19770416, 24, 07 35982170, 8518915, 2
rec-1339-org,   charles, everett, 8, o'reilly street, iona downs, penrith, 2444, qld, 19880622, 28, 07 82309317, 3192505, 4
rec-5011-org,   alexandra, grainger, 25, ferdinand street, , greensborough, 2582, nsw, 19970412, 12, 04 44155768, 9031068, 9
rec-7918-org,   jessica, ryan, 6, dryandra street, , redbank plains, 2582, vic, 19441209, 37, 04 50281904, 8674854, 5
rec-8208-org,   lachlan, cardnell, 31, macrobertson street, new horizons, tongala, 7140, , 19741207, 40, 08 97415622, 7767140, 2
rec-8565-org,   joshua, mcturk, 154, badimara street, old cob, port pirie, 4210, vic, , 21, 08 34711155, 2481941, 6
rec-4049-org,   lillian, bissett, 22, mackerras crescent, palm lake resort, paralowie, 3130, vic, 19100615, 21, 02 66437313, 5973774, 4
rec-661-org,   jessica, morrison, 59, dawes street, rowethorpe, westlake, 3089, vic, 19390621, 21, 04 47845548, 6127166, 0
rec-3382-dup-0, ruby, janda, 10, , , rock blacm, 3204, nsw, 19711025, , 04 12302274, 1111535, 3
rec-5160-org,   flynn, white, 12, edith place, , newstead, 4132, wa, , 30, 03 11846839, 9057112, 4
