rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-5305-org,   sophie, white, 714, mountain creek road, , connewarre, 5066, vic, 19140823, 37, 03 68747964, 7400085, 2
rec-1970-org,   teneille, cochrane, 15, john cleland crescent, , coffs harbour, 2560, vic, 19381124, 33, 07 76180357, 9193344, 9
rec-8121-org,   ebonie, wiseman, 61, hugh mckay crescent, , lockhart, 2487, nsw, 19561030, 35, , 1640953, 2
rec-8675-org,   benjamin, mason, 1, armbruster street, , mount eliza, 4313, tas, 19720403, 34, 08 28898977, 8074998, 9
rec-1878-org,   mikayla, morrison, 40, shoalhaven avenue, gibraltar, berwick, 2305, qld, 19940102, 31, 08 26539391, 8509139, 8
rec-7059-org,   annalise, lipscombe, 269, jardine street, airlie, tuckombil, 2620, vic, 19950309, , 02 80280058, 2132681, 0
rec-8201-org,   vianca, gondzioulis, 33, phelp court, agarabi, denistone east, 3022, nsw, 19681214, 22, 08 21097880, 7598222, 1
rec-3688-org,   trent, roman, 24, torrens street, , carrara, 3088, sa, 19551114, 38, 03 46239479, 1293157, 6
rec-4967-org,   krystin, reid, 22, wattle street, , castletown, 2444, nsw, 19870813, 26, 03 38106484, 4997262, 8
rec-5734-org,   madison, shevchenko, 28, octy place, coliban glen, long jetty, 4670, , 19380614, 12, , 1930571, 3
rec-2241-org,   zachary, morrison, 38, broadsmith street, little glencoe, brighton, 2315, , 19980919, 12, 04 77320435, 8743186, 7
rec-4803-org,   kenneth, frisina, 119, anzac park, , ballarat, 3095, vic, 19370512, 19, 08 79851601, 3010129, 1
rec-620-org,   dean, coleman, , mt warning crescent, hmas cerberus, brighton-le-sands, 4161, , 19830621, 28, 07 33284775, 4575567, 0
rec-79-dup-2, benedict, mcdermtid, 13, lampard circuit, , snug, 3170, ns, 19470301, 25, 03 40319959, 3043251, 0
rec-215-org,   sophie, frahn, 149, noble place, glen wilga, goonellabah, 3079, qld, 19990308, 34, 04 81451741, 1886458, 9
rec-2706-org,   sophie, papacharalambous, 17, forbes street, pine view, calista, 3178, , 19920214, 26, 04 28711732, 5801113, 9
rec-2556-org,   tara, rankine, 26, jindivik place, , edenhope, 2615, , 19950303, 39, 03 20984606, 9570153, 6
rec-7929-org,   michael, mccarthy, 8, gymkhana road, , stanhope, 3021, vic, 19921106, 28, 07 95175685, 9756279, 9
rec-2954-org,   lily, armfield, 5, wattle street, , frankston, 3912, wa, 19280803, 34, 02 68383599, 7591380, 5
rec-3305-org,   pace, papageorgiou, 28, ern florence crescent, , carlingford, 2287, nsw, 19541124, , , 2905664, 6
rec-20-dup-2, talean, hamdan, 1, orionptace, strathleigh, eastwood, 2243, vic, 19810616, 38, 08 51243087, 4720001, 6
rec-4055-org,   olivia, van de water, 8, bettington circuit, , ballarat, 2067, wa, 19071020, 19, 04 30266082, 4732592, 0
rec-8670-org,   jacqueline, sonhom, 124, burrinjuck crescent, taylors creek bridge, moss vale, 2224, , 19690314, 39, , 6973725, 9
rec-2523-org,   sophie, thredgold, 117, postle circuit, westerdale, buxtonville, 2122, nsw, 19710104, 34, 03 66348125, 2787306, 3
rec-135-org,   esther, burford, 52, crisp street, clanoc cottage, redbank plains, 4151, qld, 19781226, 28, 04 14117050, 1177001, 4
rec-7838-org,   , lowe, 17, annan close, montrose, broken hill, 3109, qld, 19220420, 33, 04 11165634, 2587072, 3
rec-3703-org,   rosie, fullerton, 33, caley crescent, , clare, 7173, nsw, 19131218, 26, 03 48563914, 7573244, 3
rec-8590-org,   samantha, haythorpe, 33, guerin place, , balaklava, 3942, wa, , 11, 02 54026850, 1123839, 0
rec-701-org,   schkirra, colegate, 14, kemp close, , peats ridge, 3777, nsw, , 29, 02 67055585, 9894797, 7
rec-847-org,   seamus, shepherd, 366, langlands close, crestwood, toormina, 7050, qld, 19620921, , 08 91380935, 1088639, 7
rec-4385-org,   claudia, wolfenden, 19, furphy place, , mulgrave east, 4740, sa, 19780618, , 07 16287960, 5712756, 0
rec-7469-org,   dominic, soden, 440, eady street, , cranbourne west, 7010, wa, 19800515, 10, 02 41811070, 5651998, 8
rec-9618-org,   nicholas, mccarthy, 1, ijong street, , emmaville, 4013, , , 10, 03 83364299, 3059473, 5
rec-1557-org,   james, hingston, 59, , sec 1, floreat, 2089, sa, 19530311, 32, 07 84889455, 8818623, 0
rec-1874-org,   quinn, mason, , , topview, wyndham, 2340, nsw, 19120207, 12, 04 61960817, 9465967, 9
rec-3034-org,   jade, meaney, 3, moogerah street, , brookfield, 3850, vic, 19271008, 9, 08 58560978, 7691694, 6
rec-6401-org,   micah, rutkiewicz, 24, kilby crescent, medical centre, robina, 5014, nsw, 19510430, , 02 98781870, 7604061, 2
rec-3954-org,   zac, blake, 5, barlow street, , sovereign islands, 7009, nsw, 19860330, 28, 03 58262028, 9025647, 3
rec-7876-org,   mitchell, dixon, 29, light street, jasmine lodge, sandy bay, 6230, , 19470104, 25, 04 29172402, 2575394, 5
rec-3172-org,   thomas, boothroyd, 11, jaeger circuit, , ballina, 2564, vic, 19430614, 29, 08 99125656, 8140778, 6
rec-4113-org,   luke, szekernyes, , beddome place, , bundanoon, 2798, nsw, 19111213, , 02 64008366, 8692694, 2
rec-2573-org,   hayley, gratzis, 17, hutcheson street, , clayton, 3129, vic, 19460616, 28, 02 24279179, 1768319, 6
rec-2855-org,   emiily, campbell, 6, shiels place, , bundaberg, 2095, qld, 19050105, 29, 07 27549218, 4912985, 3
rec-9678-org,   hannah, wilkins, 4, moore street, , findon, 5074, qld, , 27, 03 16917412, 9188464, 7
rec-266-org,   april, brain, 102, swinden street, marohn, bridgeman downs, 4820, wa, 19241008, , 02 29309294, 6599976, 4
rec-6222-org,   isabella, reid, 54, noakes court, , glenwood, 3163, vic, 19700720, , 07 08519019, 6636190, 7
rec-2213-org,   laura, bishop, 2, blackwood terrace, meadowvale village, batemans bay, 3149, qld, 19970611, 29, 07 61572769, 3158484, 1
rec-5106-org,   harriet, pratap, 529, narrabundah lane, , keysborough, 5041, vic, 19431213, 22, 03 87085998, 1816647, 7
rec-1298-org,   catherine, bavin, 38, brigalow street, , noble park, 4503, qld, 19011112, 27, 04 16643978, 1142082, 7
rec-7346-dup-0, james, camqell, 374, nott street, , swan hqill, 4012, nsw, 19890226, 03, 08 85111920, 4450430, 8
rec-4512-org,   caitlin, ryan, 37, , , kellerberrin, 2141, nsw, 19830530, , 08 32171282, 2180159, 9
rec-3938-org,   hannah, thorpe, 19, , hd blanche sec 28, paddington, 4305, nsw, 19821020, 30, 08 97853452, 7458814, 0
rec-6742-org,   abbey, everett, 9, bonney street, , , 2560, , 19320307, 27, 02 06734167, 2532724, 9
rec-6345-org,   elki, gocentas, , heagney crescent, lumeah homes, cherrybrook, 4164, vic, 19561203, 10, 08 12923786, 1745975, 1
rec-5483-org,   sophie, salt, 62, abbott street, flowerydale, nollamara, 2077, vic, 19860421, 31, 08 19248352, 2631095, 9
rec-7639-org,   annabelle, holzner, , yates garden, , cabramatta, 4124, nsw, 19440207, , 07 02944706, 5978248, 9
rec-5660-org,   dylan, ryan, 9, campaspe circuit, star court arcade, lilydale, 3041, qld, 19150903, 35, , 9503450, 7
rec-3075-org,   madeleine, montuori, 160, sherbrooke street, unt 2, mullaloo, 5043, sa, , 24, 08 60232925, 8332281, 2
rec-3871-org,   zachary, , 8, kingscote crescent, , buddina, 5108, vic, 19650911, 8, 03 63183900, 2606449, 6
rec-1865-org,   aaliyah, tien, 13, disney court, the falls, concord, 4403, nsw, 19681219, 26, 04 71945681, 6249505, 4
rec-8998-org,   joel, chandler, 10, pohlman street, , broadford, 4069, qld, 19821110, 31, 04 41931693, 5335007, 6
rec-7030-org,   caleb, ayres, 5, theodore street, champsaur, yamba, 3149, wa, 19001121, 29, 02 63142076, 3596344, 7
rec-6309-org,   stephanie, matthews, 32, haines street, rosetta village, hackham, 7051, nsw, 19031229, 38, 07 77545019, 3550126, 3
rec-7743-dup-0, amber, jolky, 13, ainslie vaenue, , , 4054, vif, 19940115, , 03 28718484, 1167816, 0
rec-3840-org,   sarsha, morrison, 12, william webb drive, , belmont, 2607, vic, 19530819, 22, 02 74448549, 3141978, 9
rec-3522-org,   sophie, kelley, 95, murdoch street, serenity, coffs harbour, 6280, nsw, 19670818, 27, 07 81492857, 1141719, 9
rec-7697-org,   benjamin, bishop, 9, moulder court, northfield, burwood east, 2212, nsw, 19800309, 31, 03 06742174, 7295689, 5
rec-7803-dup-2, jasmyn, dancey, 8, harcourt street, , bushlad brach, 3363, nsw, 19751027, 35, 04 84823311, 9682458, 3
rec-3024-org,   mikayla, webb, 53, angles court, brookvale, sunnybank, 6707, , 19781229, 20, 02 54510607, 5096637, 9
rec-9312-org,   tahlia, ferris, 26, tyson street, , beaumaris, 7250, qld, 19350608, 35, 03 39789405, 6688323, 7
rec-6985-org,   irene, slavic, 63, moule place, , winchelsea, 3124, sa, , , 07 56219019, 1158128, 0
rec-1780-org,   teegan, kluske, 55, edman close, , , 3909, nsw, 19570103, , 03 86523113, 6648255, 5
rec-8426-org,   christian, allard, 5, gurubun close, wyoming park, st albans, 2759, vic, 19611105, 29, 03 99818317, 4444110, 8
rec-892-org,   connor, moody, 112, sculptor street, villa 18, atwell, 2008, nsw, , 33, 04 24559554, 1352423, 0
rec-418-org,   bella, allica, , mortimer lewis drive, , port pirie, 4060, sa, 19151125, , 02 77982396, 1613215, 4
rec-7436-org,   lucy, nguyen, 1, bear place, mariner views, emu plains, 4350, , 19940102, 29, 07 18393121, 7867712, 4
rec-4578-org,   brooke, blake, 142, corroboree park, , albion park rail, 4562, nsw, 19170720, 10, 04 55477279, 9855563, 3
rec-8474-org,   esther, ryan, 51, abbott street, bibbenluke, longreach, 3178, qld, 19170916, 29, 04 51288342, 3343005, 7
rec-8891-org,   julia, kowald, 71, octy place, , boondall, 3219, vic, 19151022, 40, 04 72944324, 1946467, 6
rec-5745-org,   rohan, thorpe, 10, forbes street, eastern end, bowral, 2480, vic, 19570803, 26, 02 07211012, 3768571, 7
rec-6039-dup-1, christian, betjesda, 110, ossa llade, , henty, 2029, nsw, 19630920, 22, 07 98173122, 5684867, 1
rec-5510-org,   kirra, meager, 34, savige street, cordial factory, campbelltown, 4305, qld, 19640419, 26, 04 65561183, 7414764, 8
rec-9893-org,   vanessa, , 22, banambila street, braeburn, alice springs, 7030, qld, 19750509, , 07 33475653, 9470528, 9
rec-4332-org,   zane, lomman, 43, broome crescent, , valentine, 2576, vic, 19360610, 21, 08 89996354, 1120792, 1
rec-1840-org,   montana, goode, 6, capella crescent, , clayfield, 5050, nsw, 19051010, 34, 03 10750879, 4533518, 9
rec-533-org,   jessica, brooker, 24, handasyde street, , maribyrnong, 6008, qld, 19980509, 19, 03 75396508, 1669775, 4
rec-2178-dup-1, sophie, borgmdyer, 36, isis cyose, tourist park, lennoxihead, 2151, vic, 19180413, 27, 03 62269795, 6003507, 4
rec-7155-org,   roy, dichiera, 22, , woolshed corner, trott park, 2262, vic, , 23, 02 31758344, 2227154, 3
rec-7729-dup-0, natassia, mcnidholl, 1, barnard circuit, , hawthorn, 2200, nsw, , 31, 02 98230560, 1598078, 9
rec-9897-org,   thomas, green, 46, michie street, rp 729, preston, 4053, vic, 19640414, 28, 04 49915912, 2524501, 9
rec-4034-org,   prudence, vlahodimos, 44, stokes street, degafelga, braddon, 2326, nsw, 19400811, , 02 61080980, 8780864, 8
rec-8777-org,   rachel, campbell, 32, kingston street, lansdowne, robertson, 2327, qld, 19010212, 32, 03 19034018, 2016733, 0
rec-7803-dup-0, jasmyn, dancey, 1, harcourtdsfreet, , bushland beach, 3336, nsw, 19751027, 35, 04 84823311, 9682458, 3
rec-5801-org,   sophie, shepherd, 236, holland street, merungie, coolum beach, 5556, nsw, , , 03 30392830, 2977228, 8
rec-3211-dup-0, kody, tardrew, 17, o'sulliva n xtreet, donette downs, emerald, 4361, vic, , 25, 04 93594451, 2782206, 7
rec-9779-org,   marko, coleman, 49, dookie street, , safety bay, 2404, nsw, 19540127, 26, 07 30008390, 1007768, 9
rec-5138-org,   reegan, nguyen, 231, markell place, corra-lynn, port macquarie, 3191, , , 35, 03 40113827, 5591147, 0
rec-59-org,   mitchell, kalend, 53, theodore street, albion, wanneroo, 2304, vic, 19741010, 26, 07 76471478, 9501738, 7
rec-8113-org,   lukas, blackwell, 1200, ivo whitton circuit, white lodge, coomera, 2537, sa, 19160120, 26, 04 77582755, 6507577, 4
rec-6949-org,   arabella, reid, 27, gilbert street, willow lodge, seaton, 2605, nsw, 19510207, 38, 08 22573857, 9379289, 0
rec-106-org,   benjamin, ho, 18, gilmore crescent, , batlow, 4152, , , , 07 42504432, 8694183, 4
rec-2721-dup-1, jack, rees, 92, gordonclse, , oakden, 4754, wa, 19190106, , 07 98826616, 1527520, 4
rec-5134-org,   brooke, burleigh, 12, salmond street, colomie, rowville, 5052, nsw, 19870123, , 02 18264292, 2897000, 2
rec-9092-org,   madeline, meager, 19, keverstone circuit, tall pines, bonnells bay, 2810, nsw, 19591008, 27, , 4466761, 5
rec-6416-org,   amy, pickel, 159, tench street, rosetta village, birrong, 5460, , 19531230, 24, 04 60189175, 6253452, 4
rec-999-org,   leo, jolly, 37, mugga way, , petrie, 5045, sa, 19650727, 27, 02 33441607, 1796496, 1
rec-432-org,   flynn, kostrzynski, 16, lipscomb place, , loftus, 4006, tas, 19401005, 30, 03 87911184, 8796418, 7
rec-8232-org,   emiily, weaver, 43, medley street, , lavington, 5607, nsw, 19130110, 30, 07 66258901, 6206901, 5
rec-8956-org,   jorja, blake, 36, dawes street, , hammondville, 4133, qld, 19981223, 30, 03 53681877, 3143794, 9
rec-9201-dup-1, patrick, narracltt, 8, banks street, , stockton, 3153, vic, 19511230, 11, 02 82380003, 5588184, 0
rec-8150-dup-0, ned, ryan, 19, kinleyside crescent, , pelaw main, 2110, qld, , 34, 08 90505555, 8391202, 6
rec-2720-org,   lucy, thredgold, 35, wattle street, , bonnyrigg, 3085, nsw, 19110623, 38, 04 36410643, 9220716, 8
rec-8757-org,   jordan, boman, 24, walhallow street, rosehill, kenwick, 2304, sa, 19470118, , 02 98864769, 9660389, 7
rec-2282-org,   laura, pjevac, 1, wallis place, , ashfield, 2540, sa, 19880531, 31, 04 82057201, 9361928, 1
rec-9227-org,   luke, waller, 19, arthur circle, lochadair, seaton, 3380, nsw, 19570206, 33, 03 34165443, 4608447, 6
rec-1593-org,   sophie, matthews, 1, hooke place, the gums, brighton, 2263, wa, 19110121, 25, 03 71701355, 7610849, 8
rec-5641-org,   emiily, mckerlie, 11, atherton street, , cherrybrook, 2560, qld, 19940702, 38, 08 09325274, 1439277, 6
rec-8835-org,   dominic, green, 78, lawrence close, eldamead, view bank, 2340, vic, 19811211, 35, 04 88689924, 2381995, 0
rec-2106-org,   jared, reischl, 43, tardent street, rainmore, pennant hills, 5069, vic, 19140228, , 07 02301839, 9508302, 3
rec-5687-org,   taylor-saige, hamon, 8, fingleton crescent, , kangaroo flat, 3083, , 19440926, 28, 08 05563811, 3930851, 2
rec-6451-org,   cooper, allanby, 31, revell close, anana, lansvale, 2191, vic, 19291102, 23, 02 09191659, 1153615, 7
rec-2686-org,   bridget, brain, 27, kootingal street, , thornlie, 7250, qld, 19331106, 27, 02 50166400, 7145115, 6
rec-789-org,   daniel, crisci, 21, hobday place, , coffs harbour, 5025, qld, 19960312, 24, 07 08233008, 4919087, 5
rec-4126-org,   evan, nguyen, 265, fawkner street, , goonellabah, 6024, qld, 19331023, 31, 04 22600441, 4736379, 6
rec-3877-org,   samantha, whetton, 699, howard street, star court arcade, eight mile plains, 3150, qld, 19930322, 22, 03 94142660, 9035763, 7
rec-1713-dup-1, kiarab, bradsas, 16, howitt street, , kandos, 4390, , 19421227, , 07 94212915, 6177384, 8
rec-2589-org,   blake, milburn, 10, brebner street, , bungaree, 2605, qld, 19090406, 28, 07 55940580, 9197781, 9
rec-6350-org,   shakirah, webb, 33, taylor street, oaklodge, coolum beach, 6009, nsw, 19511027, 21, 02 04114263, 1199101, 6
rec-2344-dup-1, sarah, cambezll, 45, chuculba cescent, mater professional centre, gidgegannup, 2148, wa, 19666024, 24, 07 86326217, 8308140, 7
rec-4269-org,   kirra, donaldson, 415, antill street, niagara, gnowangerup, 3197, nsw, 19051128, 33, 07 82942742, 2943223, 3
rec-1964-org,   darcy, ryan, 16, padbury street, , blacktown, 2752, sa, 19410208, , 08 49672832, 2951467, 9
rec-9658-org,   zach, coleman, 160, novar street, , port lincoln, 4558, vic, 19910415, 22, 02 82431465, 6688837, 8
rec-734-org,   sascha, d'abate, 17, ashley drive, , hunterston, 3156, qld, 19410205, 20, 07 06299053, 6701281, 7
rec-2823-org,   mitchell, clarke, 2, elvire place, , cooks hill, 3029, vic, 19440504, 29, 03 39263824, 3864376, 4
rec-9578-dup-0, alessandria, reid, 85, nanima road, woorabinda, ballarat, 3156, vic, 19180832, 37, , 9861936, 7
rec-9697-org,   annabelle, stanley, 63, blamey crescent, , darling heights, 2113, vic, 19030627, 13, 02 83199013, 3850672, 2
rec-8497-org,   amy, tardrew, 39, kaeppel place, , , 3135, nsw, 19080529, 33, 03 09512256, 7155431, 5
rec-5043-org,   desi, caruana, 160, henderson street, toora, kingsford, 2905, vic, 19400309, 32, 03 75336987, 7333756, 9
rec-5055-dup-1, eliza, zoanenfti, 08, , lochinvah, ngunnawal, 6064, qld, 19470614, 41, 08 43513492, 7238175, 0
rec-1393-org,   william, lock, 135, london circuit, , brunswick heads, 2322, nsw, 19381211, 41, 07 58542465, 2459274, 6
rec-5129-org,   daniella, goldsworthy, 38, mcdougall street, tilbrook, hurlstone park, 6210, , 19720625, 27, 07 17021024, 9904234, 8
rec-870-dup-2, angelcz, matthews, 7, mannheim street, , burleigh heads, 2905, nsw, 19890709, 24, 02 88858811, 5861250, 5
rec-4549-org,   ethan, clarke, 117, gillies street, , chewton, 3015, nsw, 19051219, 25, 02 95789097, 9783211, 0
rec-145-org,   anari, mccowat, 26, carrodus street, tathra, clifton park, 2799, , 19940226, 25, 02 93720100, 7468555, 6
rec-3084-org,   sebastian, paterson, 7, brunswick circuit, riverbend, northwood, 2010, , 19710106, 32, 02 62630297, 9283873, 7
rec-3042-org,   benjamin, mercorella, 14, berkeley street, , , 6030, nsw, 19091119, 34, 03 10239168, 5265969, 5
rec-2791-org,   isabella, musolino, 7, flinders way, unt 2, windsor, 2096, wa, 19120513, 23, 03 19293882, 4001638, 8
rec-5655-org,   pia, sinoch, 25, ern florence crescent, st vincents medical centre, st james, 2220, nsw, , , 07 75212827, 3458796, 4
rec-3740-dup-0, connor, wool, 4, augusta court, , ashfield, , nsw, 19161113, 35, 04 61461514, 9859791, 1
rec-3369-org,   lachlan, clarke, 1, crozier circuit, , collie, 3082, qld, 19160609, 34, 07 35141124, 1431285, 2
rec-2240-org,   ethan, ryan, , jaeger circuit, roseleigh farms, athol park, 2166, , 19430310, 27, 03 14272700, 6142543, 6
rec-3960-org,   kyle, george, 54, chataway crescent, , worongary, 3175, wa, 19340403, 34, 02 79406516, 7849024, 5
rec-5249-org,   stephanie, , 11, warrego circuit, rosedale, ormond, 4820, qld, 19390613, 13, 08 45588198, 5646431, 5
rec-9357-org,   emiily, obajdin, 19, duggan street, , kurri kurri, 3192, nsw, 19960918, , 04 21414654, 8980211, 3
rec-1441-org,   emiily, fitzpatrick, 8, maxworthy street, , west wollongong, 2640, nsw, 19280416, 31, , 3942678, 2
rec-8483-org,   riley, thorpe, 85, mollee crescent, , westmeadows, 5052, sa, 19760529, 37, 02 14955960, 6978410, 9
rec-6014-org,   holly, scannell, 6, ferguson circuit, , birkdale, 5062, qld, 19291220, 11, 04 79086544, 5487307, 6
rec-732-org,   stella, felici, 70, musgrove street, bega flts, toowoomba, 2770, , 19200317, 26, , 6319533, 7
rec-4139-org,   zac, soden, 34, gangele street, , evandale, 0830, qld, 19141102, 25, 02 51311649, 8421696, 9
rec-4019-org,   , money, 2, casuarina street, marloo caravn park, tolga, 5166, qld, 19230422, 31, 02 40546730, 7967733, 2
rec-2532-org,   oscar, white, 35, karuah street, osters, tin can bay, 2305, wa, 19330102, 30, 07 47657634, 6519829, 3
rec-927-org,   hamish, volpato, 221, moss street, merimaja, wakeley, 2620, vic, 19431113, , 08 11795654, 3319191, 8
rec-7962-org,   kelsey, noble, 51, woodger place, , lockleys, 2089, qld, 19380920, 19, 02 30192200, 9559788, 9
rec-7475-org,   lucy, george, 7, bandjalong crescent, strathalynne, concord, 2025, qld, , 29, 03 22310032, 6126735, 0
rec-9311-org,   bailee, coplestone, 152, clifford crescent, rosedale, hawthorn, 2333, vic, , , 07 68486729, 2906555, 6
rec-1294-org,   edward, laing, 8, smiths road, , keysborough, 3089, wa, 19070222, 26, 02 20750241, 7416577, 8
rec-630-org,   patrick, ranson, 49, sweet place, brentwood vlge, figtree, 3226, tas, 19280116, 30, 03 33722850, 9174178, 5
rec-487-org,   tyron, brain, 21, tepper circuit, tieve tara, morwell, 2530, , 19720622, 33, 03 58612471, 1010787, 8
rec-4260-org,   caitlin, clarke, 520, higgins crescent, , lalor park, 6028, nsw, 19630503, 25, 07 38109881, 1067960, 6
rec-7707-org,   isabella, white, 8, , , baranduda, 2462, nsw, , 33, 08 71737251, 6679490, 2
rec-3723-org,   max, green, 27, benjee place, , brunswick west, 3352, nsw, 19280329, 31, 07 76099058, 1491613, 7
rec-7356-org,   casey, cronshaw, 3, forlonge street, , currimundi, 2282, sa, 19570502, , 02 36338848, 1729245, 8
rec-4438-org,   harrison, shepherd, 18, horsley crescent, , st kilda east, 2346, qld, , 29, 04 48598263, 8941277, 1
rec-8929-org,   benjamin, de bono, 86, harker place, , enoggera, 2067, , 19420326, , 02 24331351, 7475745, 8
rec-7293-org,   imogen, mcgregor, 3, baskerville street, , potts point, 3165, nsw, , 21, 03 68814875, 6147131, 6
rec-5683-org,   harrison, dixon, 36, goodman street, , st kilda road melbourne, 2400, qld, 19420523, 32, 04 75018237, 1924525, 2
rec-7839-org,   james, nguyen, 7, rose scott circuit, , ulverstone, 2447, nsw, 19330126, 31, 07 34282387, 3096580, 8
rec-3048-org,   , mesecke, 16, bannister garden, rockedale shopping vlge, highton, 2540, vic, , , 02 78023306, 8266478, 7
rec-5471-org,   nathan, bishop, 29, rochford street, , st andrews, 3222, nsw, 19780608, 31, 02 77837408, 6483828, 7
rec-5816-org,   kayla, scougall, 33, bambridge street, , macgregor, 3563, wa, 19540507, 36, 07 81117026, 7659465, 4
rec-161-org,   tayah, white, 73, duffy street, , jolimont, 2087, sa, 19450829, 25, , 2061104, 3
rec-494-org,   dylan, bail, 4, shumack street, , south melbourne, 2444, , 19000401, 28, 02 75712734, 6300529, 6
rec-8499-org,   erin, covino, 52, barnard circuit, , wilson, 2260, , 19880121, , 02 53058448, 7218722, 0
rec-3491-org,   matilda, dolan, 9, mcclelland avenue, parkridge villa, hermit park, 2027, , 19610115, 32, 08 61987285, 3901020, 7
rec-9204-org,   nicholas, svenson, 8, gilday place, paddy, stoneville, 4503, vic, 19130101, 32, 03 47044537, 1377245, 9
rec-7385-org,   maliah, banham, 29, lewis luxton avenue, foran track, highton, 2081, vic, 19950920, , 07 26730015, 5730893, 5
rec-8039-org,   emiily, ferris, 81, woodfull loop, , clayton, 2075, nsw, 19790814, 35, 07 10432119, 6536227, 4
rec-4448-org,   connor, dallas, 70, cossington smith crescent, , adelaide, 3197, , 19880317, 29, 02 74970570, 1338978, 5
rec-8054-dup-1, caitlin, pettigrove, 8, bruce place, , auburn, 4129, qldm, 19051028, 37, 07 86985228, 1605724, 9
rec-1165-org,   jackson, schumann, 76, jewell close, mountview, nambour, 4883, vic, 19160808, 30, 02 50750334, 4934817, 6
rec-7146-org,   izaac, klemm, 18, hindmarsh drive, mitford, borenore, 3058, , 19291031, 40, 08 95031829, 8536991, 7
rec-1208-org,   lucy, menzies, 3, springvale drive, , charlestown, 0810, nsw, 19741115, 24, 07 53682882, 9217565, 0
rec-3146-org,   kai, matthews, 58, mcnicoll street, berkeley vlge, kangaroo flat, 3113, qld, 19241015, , 03 87835417, 5544981, 5
rec-3179-dup-0, ty, churkin, 9, coninghamrstreet, acton park, altona meadows, 3032, , 19940139, , 03 32005871, 1041363, 1
rec-9386-org,   lachlan, cureton, 6, marmion place, , cronulla, 3163, vic, 19950921, , 04 57906848, 7398857, 9
rec-6102-dup-2, emma, brookes-inglis, 1, mcluckie crescent, rosedule farm, petersham, 2112, nsw, 19810616, 28, 08 33879476, 9800680, 2
rec-8193-org,   sophie, carbone, 12, archibald street, , swan view, 6108, qld, 19750306, 27, 03 04561232, 5818882, 6
rec-1460-org,   andrew, berryman, 38, erskine street, georgedale, cooroy, 3179, wa, 19360228, 9, 02 62888044, 5491382, 8
rec-4985-org,   spencer, matthews, 15, bowman street, , carlingford, 3199, nsw, 19661030, 23, 04 18875514, 7328318, 0
rec-8326-org,   tansy, crouch, 66, macrossan crescent, , ballarat, 4019, , 19120914, 36, 04 17956573, 3708473, 0
rec-3763-org,   joel, reid, 6, , , goonellabah, 6108, , , 8, 08 14145331, 3334407, 3
rec-5614-dup-2, mitchell, gilberson, 33, foveaux street, wirruna, bayonet head, 3070, qld, 19020213, 25, 04 12470411, 3627060, 7
rec-9118-org,   eliza, corbin, 3, london circuit, , frankston, 5075, , 19361231, 10, 02 99647962, 9583776, 6
rec-8407-org,   ash, rider, 116, torrens street, , carnegie, 4703, , 19220306, 37, 02 58431430, 1784536, 4
rec-7640-org,   alia, brain, 197, chipperfield circuit, , clovelly, 2146, vic, 19880910, 25, , 6382751, 3
rec-3492-org,   joel, wardle, 57, mundang crescent, , armidale, 2566, , 19060112, 34, 04 12760460, 7616451, 6
rec-1601-org,   charles, needham, 7, hayley street, , warnbro, 7011, vic, 19600514, 23, 08 59911935, 2225139, 8
rec-2515-org,   joshua, sunderland, 4, poole place, , nunawading, 3953, nsw, , 26, 07 38706491, 3876376, 6
rec-4400-org,   jake, hauser, 3650, holyman street, merrilea, lilydale, 2261, wa, 19060508, 28, 07 55137129, 8639931, 7
rec-2999-dup-0, sophte, favaro, 79, wurthu pace, villa 5, bundaberg, 2026, vic, 19141205, 35, 03 36866027, 1872822, 2
rec-9181-org,   kyle, bruhn, 6, hakea crescent, , armidale, 2340, , 19180806, 41, 03 80065204, 2048740, 6
rec-7698-dup-1, isabella, wang, 25, heagney vcrescent, the links, stanmore, 4579, vic, 19060716, , 02 28241966, 9228282, 1
rec-79-dup-1, benedict, mcdermkd, 23, lampard circuit, crown allot, snug, 3170, nsw, 19470301, 25, 03 40329359, 3043251, 0
rec-8219-org,   michaela, rollins, 41, discovery street, , coonamble, 4702, nsw, 19360821, 40, 03 38486696, 4437133, 0
rec-1115-org,   james, meaney, 9, lipscomb place, , greenwood, 6328, nsw, 19150517, 33, 02 48148175, 1527735, 7
rec-1220-org,   alexandra, witthoeft, 15, cossington smith crescent, , glenside, 2749, wa, 19440528, 24, 04 58816246, 3559667, 7
rec-869-org,   rhys, tomney, 22, dixon drive, , cremorne, 2540, sa, 19230708, 25, 03 53432761, 2206644, 8
rec-2751-org,   trinity, white, 5, broadhurst street, chest base hospital, lysterfield, 2508, , 19460409, 29, 08 57382743, 6203933, 7
rec-4681-org,   keely, pringle, 25, langdon avenue, , belrose, 2257, nsw, 19191017, 40, 03 38252879, 8976667, 9
rec-1262-org,   george, alves, 28, mcquade close, , willagee, 2141, vic, 19610910, 26, 07 98122852, 7427097, 1
rec-409-org,   christian, brunborg, , beazley crescent, ellerslee, sunshine, 6062, nsw, 19700916, , 02 43199379, 4911688, 9
rec-6437-org,   kye, kleiner, 1445, rix place, , morwell, 6108, wa, 19390515, 20, 07 27421741, 2226084, 2
